d3mIndex,image,bounding_box
95,2016-11-01__12-31-50-148.jpg,"2080,2001,2080,2165,2248,2165,2248,2001"
95,2016-11-01__12-31-50-148.jpg,"1823,2212,1823,2448,2030,2448,2030,2212"
95,2016-11-01__12-31-50-148.jpg,"1819,2508,1819,2680,1980,2680,1980,2508"
95,2016-11-01__12-31-50-148.jpg,"1673,2555,1673,2765,1780,2765,1780,2555"
95,2016-11-01__12-31-50-148.jpg,"2048,2601,2048,2762,2209,2762,2209,2601"
95,2016-11-01__12-31-50-148.jpg,"1787,2801,1787,3048,1952,3048,1952,2801"
95,2016-11-01__12-31-50-148.jpg,"1830,3065,1830,3276,2019,3276,2019,3065"
95,2016-11-01__12-31-50-148.jpg,"2077,2876,2077,3151,2405,3151,2405,2876"
95,2016-11-01__12-31-50-148.jpg,"380,3187,380,3296,506,3296,506,3187"
96,2016-11-01__12-53-16-349.jpg,"202,1,202,148,441,148,441,1"
96,2016-11-01__12-53-16-349.jpg,"716,315,716,519,894,519,894,315"
96,2016-11-01__12-53-16-349.jpg,"548,587,548,780,755,780,755,587"
96,2016-11-01__12-53-16-349.jpg,"473,719,473,862,591,862,591,719"
96,2016-11-01__12-53-16-349.jpg,"552,869,552,1062,752,1062,752,869"
96,2016-11-01__12-53-16-349.jpg,"348,1201,348,1348,555,1348,555,1201"
96,2016-11-01__12-53-16-349.jpg,"791,1273,791,1423,962,1423,962,1273"
96,2016-11-01__12-53-16-349.jpg,"369,1448,369,1576,534,1576,534,1448"
96,2016-11-01__12-53-16-349.jpg,"419,1726,419,1876,577,1876,577,1726"
96,2016-11-01__12-53-16-349.jpg,"384,2158,384,2362,723,2362,723,2158"
96,2016-11-01__12-53-16-349.jpg,"477,2437,477,2623,605,2623,605,2437"
96,2016-11-01__12-53-16-349.jpg,"69,2690,69,2819,277,2819,277,2690"
96,2016-11-01__12-53-16-349.jpg,"255,2844,255,3008,487,3008,487,2844"
96,2016-11-01__12-53-16-349.jpg,"594,2851,594,2994,773,2994,773,2851"
96,2016-11-01__12-53-16-349.jpg,"902,2501,902,2633,1062,2633,1062,2501"
96,2016-11-01__12-53-16-349.jpg,"2137,498,2137,737,2366,737,2366,498"
96,2016-11-01__12-53-16-349.jpg,"2341,880,2341,1115,2469,1115,2469,880"
96,2016-11-01__12-53-16-349.jpg,"2080,1090,2080,1308,2241,1308,2241,1090"
96,2016-11-01__12-53-16-349.jpg,"2355,1394,2355,1490,2472,1490,2472,1394"
96,2016-11-01__12-53-16-349.jpg,"1819,1869,1819,2040,1977,2040,1977,1869"
96,2016-11-01__12-53-16-349.jpg,"2302,1715,2302,1851,2472,1851,2472,1715"
96,2016-11-01__12-53-16-349.jpg,"2291,1865,2291,1983,2472,1983,2472,1865"
96,2016-11-01__12-53-16-349.jpg,"2198,2430,2198,2598,2387,2598,2387,2430"
96,2016-11-01__12-53-16-349.jpg,"2291,2615,2291,2743,2472,2743,2472,2615"
96,2016-11-01__12-53-16-349.jpg,"2112,2869,2112,3144,2298,3144,2298,2869"
97,2016-11-01__14-14-46-982.jpg,"2,1255,2,1505,144,1505,144,1255"
97,2016-11-01__14-14-46-982.jpg,"362,1369,362,1562,562,1562,562,1369"
97,2016-11-01__14-14-46-982.jpg,"2,2008,2,2169,134,2169,134,2008"
97,2016-11-01__14-14-46-982.jpg,"16,2269,16,2494,180,2494,180,2269"
97,2016-11-01__14-14-46-982.jpg,"302,2605,302,2808,441,2808,441,2605"
97,2016-11-01__14-14-46-982.jpg,"9,2805,9,3030,137,3030,137,2805"
97,2016-11-01__14-14-46-982.jpg,"1048,1,1048,265,1369,265,1369,1"
97,2016-11-01__14-14-46-982.jpg,"1277,687,1277,862,1405,862,1405,687"
97,2016-11-01__14-14-46-982.jpg,"1302,940,1302,1144,1527,1144,1527,940"
97,2016-11-01__14-14-46-982.jpg,"1294,1551,1294,1676,1441,1676,1441,1551"
97,2016-11-01__14-14-46-982.jpg,"1377,1865,1377,2015,1527,2015,1527,1865"
97,2016-11-01__14-14-46-982.jpg,"1469,2215,1469,2448,1680,2448,1680,2215"
97,2016-11-01__14-14-46-982.jpg,"1598,2433,1598,2608,1730,2608,1730,2433"
97,2016-11-01__14-14-46-982.jpg,"1377,2755,1377,2940,1494,2940,1494,2755"
97,2016-11-01__14-14-46-982.jpg,"1469,3137,1469,3290,1562,3290,1562,3137"
97,2016-11-01__14-14-46-982.jpg,"1752,2683,1752,2819,1884,2819,1884,2683"
97,2016-11-01__14-14-46-982.jpg,"1880,2983,1880,3273,2062,3273,2062,2983"
97,2016-11-01__14-14-46-982.jpg,"1777,3073,1777,3290,1937,3290,1937,3073"
97,2016-11-01__14-14-46-982.jpg,"1698,3151,1698,3296,1781,3296,1781,3151"
97,2016-11-01__14-14-46-982.jpg,"1962,2640,1962,2751,2116,2751,2116,2640"
97,2016-11-01__14-14-46-982.jpg,"2216,2183,2216,2348,2459,2348,2459,2183"
97,2016-11-01__14-14-46-982.jpg,"2148,2080,2148,2187,2359,2187,2359,2080"
97,2016-11-01__14-14-46-982.jpg,"1762,1576,1762,1808,1994,1808,1994,1576"
97,2016-11-01__14-14-46-982.jpg,"2159,1673,2159,1862,2387,1862,2387,1673"
97,2016-11-01__14-14-46-982.jpg,"1894,1187,1894,1326,2062,1326,2062,1187"
97,2016-11-01__14-14-46-982.jpg,"1734,919,1734,1090,1887,1090,1887,919"
97,2016-11-01__14-14-46-982.jpg,"2109,87,2109,248,2337,248,2337,87"
97,2016-11-01__14-14-46-982.jpg,"1766,180,1766,369,1941,369,1941,180"
97,2016-11-01__14-14-46-982.jpg,"1762,8,1762,173,1998,173,1998,8"
98,2016-11-01__14-18-26-168.jpg,"1,1,1,262,180,262,180,1"
98,2016-11-01__14-18-26-168.jpg,"34,958,34,1405,452,1405,452,958"
98,2016-11-01__14-18-26-168.jpg,"487,2333,487,2780,866,2780,866,2333"
98,2016-11-01__14-18-26-168.jpg,"1587,2337,1587,2558,1830,2558,1830,2337"
98,2016-11-01__14-18-26-168.jpg,"1737,2548,1737,2837,2041,2837,2041,2548"
98,2016-11-01__14-18-26-168.jpg,"2216,1844,2216,2222,2472,2222,2472,1844"
99,2016-11-02__07-48-43-050.jpg,"1,434,1,608,48,608,48,434"
99,2016-11-02__07-48-43-050.jpg,"1,1215,1,1423,94,1423,94,1215"
99,2016-11-02__07-48-43-050.jpg,"41,1419,41,1612,141,1612,141,1419"
99,2016-11-02__07-48-43-050.jpg,"452,1898,452,2065,691,2065,691,1898"
99,2016-11-02__07-48-43-050.jpg,"1,3039,1,3273,155,3273,155,3039"
99,2016-11-02__07-48-43-050.jpg,"823,2187,823,2380,987,2380,987,2187"
99,2016-11-02__07-48-43-050.jpg,"1019,2305,1019,2512,1166,2512,1166,2305"
99,2016-11-02__07-48-43-050.jpg,"1012,2955,1012,3098,1152,3098,1152,2955"
99,2016-11-02__07-48-43-050.jpg,"952,1705,952,1819,1102,1819,1102,1705"
99,2016-11-02__07-48-43-050.jpg,"1112,869,1112,1051,1355,1051,1355,869"
99,2016-11-02__07-48-43-050.jpg,"1316,1523,1316,1701,1487,1701,1487,1523"
99,2016-11-02__07-48-43-050.jpg,"1237,1955,1237,2101,1352,2101,1352,1955"
99,2016-11-02__07-48-43-050.jpg,"1612,2051,1612,2344,1955,2344,1955,2051"
99,2016-11-02__07-48-43-050.jpg,"1877,2455,1877,2598,2016,2598,2016,2455"
99,2016-11-02__07-48-43-050.jpg,"1859,915,1859,1198,2134,1198,2134,915"
99,2016-11-02__07-48-43-050.jpg,"1698,5,1698,176,1916,176,1916,5"
100,2016-11-02__07-49-33-400.jpg,"741,5,741,108,891,108,891,5"
100,2016-11-02__07-49-33-400.jpg,"412,862,412,973,587,973,587,862"
100,2016-11-02__07-49-33-400.jpg,"759,880,759,1023,898,1023,898,880"
100,2016-11-02__07-49-33-400.jpg,"884,794,884,969,1016,969,1016,794"
100,2016-11-02__07-49-33-400.jpg,"1105,680,1105,801,1262,801,1262,680"
100,2016-11-02__07-49-33-400.jpg,"387,1283,387,1408,577,1408,577,1283"
100,2016-11-02__07-49-33-400.jpg,"677,1480,677,1626,798,1626,798,1480"
100,2016-11-02__07-49-33-400.jpg,"905,1537,905,1669,1041,1669,1041,1537"
100,2016-11-02__07-49-33-400.jpg,"902,1733,902,1851,1062,1851,1062,1733"
100,2016-11-02__07-49-33-400.jpg,"691,2123,691,2244,816,2244,816,2123"
100,2016-11-02__07-49-33-400.jpg,"244,2262,244,2358,466,2358,466,2262"
100,2016-11-02__07-49-33-400.jpg,"991,2240,991,2362,1148,2362,1148,2240"
100,2016-11-02__07-49-33-400.jpg,"955,2469,955,2665,1077,2665,1077,2469"
100,2016-11-02__07-49-33-400.jpg,"794,2462,794,2601,912,2601,912,2462"
100,2016-11-02__07-49-33-400.jpg,"227,2694,227,2851,444,2851,444,2694"
100,2016-11-02__07-49-33-400.jpg,"373,2887,373,3048,544,3048,544,2887"
100,2016-11-02__07-49-33-400.jpg,"630,2948,630,3205,873,3205,873,2948"
100,2016-11-02__07-49-33-400.jpg,"2330,205,2330,373,2452,373,2452,205"
100,2016-11-02__07-49-33-400.jpg,"2091,1026,2091,1176,2244,1176,2244,1026"
100,2016-11-02__07-49-33-400.jpg,"1973,1215,1973,1373,2116,1373,2116,1215"
100,2016-11-02__07-49-33-400.jpg,"2202,1512,2202,1687,2419,1687,2419,1512"
100,2016-11-02__07-49-33-400.jpg,"2262,1719,2262,1883,2459,1883,2459,1719"
100,2016-11-02__07-49-33-400.jpg,"2102,2058,2102,2315,2298,2315,2298,2058"
100,2016-11-02__07-49-33-400.jpg,"2109,2687,2109,2865,2312,2865,2312,2687"
100,2016-11-02__07-49-33-400.jpg,"2309,2944,2309,3123,2423,3123,2423,2944"
100,2016-11-02__07-49-33-400.jpg,"2387,2355,2387,2523,2469,2523,2469,2355"
100,2016-11-02__07-49-33-400.jpg,"2366,390,2366,619,2472,619,2472,390"
101,2016-11-02__09-12-33-261.jpg,"1852,462,1852,669,2073,669,2073,462"
101,2016-11-02__09-12-33-261.jpg,"2037,1455,2037,1605,2184,1605,2184,1455"
101,2016-11-02__09-12-33-261.jpg,"1898,1730,1898,1948,2134,1948,2134,1730"
101,2016-11-02__09-12-33-261.jpg,"2116,2751,2116,3040,2377,3040,2377,2751"
101,2016-11-02__09-12-33-261.jpg,"773,2298,773,2419,880,2419,880,2298"
101,2016-11-02__09-12-33-261.jpg,"1137,2105,1137,2230,1262,2230,1262,2105"
101,2016-11-02__09-12-33-261.jpg,"1094,3148,1094,3290,1198,3290,1198,3148"
101,2016-11-02__09-12-33-261.jpg,"869,3130,869,3294,994,3294,994,3130"
101,2016-11-02__09-12-33-261.jpg,"794,2783,794,2901,902,2901,902,2783"
102,2016-11-02__09-14-13-711.jpg,"1091,44,1091,169,1177,169,1177,44"
102,2016-11-02__09-14-13-711.jpg,"1098,233,1098,415,1237,415,1237,233"
102,2016-11-02__09-14-13-711.jpg,"837,251,837,451,991,451,991,251"
102,2016-11-02__09-14-13-711.jpg,"1094,430,1094,594,1223,594,1223,430"
102,2016-11-02__09-14-13-711.jpg,"1291,344,1291,476,1402,476,1402,344"
102,2016-11-02__09-14-13-711.jpg,"1355,494,1355,626,1480,626,1480,494"
102,2016-11-02__09-14-13-711.jpg,"791,651,791,808,944,808,944,651"
102,2016-11-02__09-14-13-711.jpg,"912,637,912,787,1066,787,1066,637"
102,2016-11-02__09-14-13-711.jpg,"1387,808,1387,1026,1648,1026,1648,808"
102,2016-11-02__09-14-13-711.jpg,"1152,1423,1152,1558,1266,1558,1266,1423"
102,2016-11-02__09-14-13-711.jpg,"1009,1608,1009,1708,1105,1708,1105,1608"
102,2016-11-02__09-14-13-711.jpg,"980,1733,980,1890,1191,1890,1191,1733"
102,2016-11-02__09-14-13-711.jpg,"1052,2040,1052,2251,1169,2251,1169,2040"
102,2016-11-02__09-14-13-711.jpg,"1255,2908,1255,3065,1394,3065,1394,2908"
102,2016-11-02__09-14-13-711.jpg,"1166,3012,1166,3165,1287,3165,1287,3012"
102,2016-11-02__09-14-13-711.jpg,"2277,951,2277,1226,2472,1226,2472,951"
102,2016-11-02__09-14-13-711.jpg,"2269,1376,2269,1669,2472,1669,2472,1376"
102,2016-11-02__09-14-13-711.jpg,"1669,2276,1669,2523,1927,2523,1927,2276"
102,2016-11-02__09-14-13-711.jpg,"1919,2976,1919,3165,2119,3165,2119,2976"
103,2016-11-05__11-10-31-245.jpg,"212,126,212,323,362,323,362,126"
103,2016-11-05__11-10-31-245.jpg,"48,465,48,598,248,598,248,465"
103,2016-11-05__11-10-31-245.jpg,"269,762,269,869,391,869,391,762"
103,2016-11-05__11-10-31-245.jpg,"216,1044,216,1165,334,1165,334,1044"
103,2016-11-05__11-10-31-245.jpg,"1,1103,1,1233,109,1233,109,1103"
103,2016-11-05__11-10-31-245.jpg,"112,1280,112,1423,323,1423,323,1280"
103,2016-11-05__11-10-31-245.jpg,"227,1562,227,1669,348,1669,348,1562"
103,2016-11-05__11-10-31-245.jpg,"166,1865,166,1976,284,1976,284,1865"
103,2016-11-05__11-10-31-245.jpg,"130,1998,130,2105,241,2105,241,1998"
103,2016-11-05__11-10-31-245.jpg,"277,2119,277,2248,405,2248,405,2119"
103,2016-11-05__11-10-31-245.jpg,"1,2288,1,2437,94,2437,94,2288"
103,2016-11-05__11-10-31-245.jpg,"352,2398,352,2623,477,2623,477,2398"
103,2016-11-05__11-10-31-245.jpg,"1,2682,1,2808,216,2808,216,2682"
103,2016-11-05__11-10-31-245.jpg,"319,2773,319,2955,473,2955,473,2773"
103,2016-11-05__11-10-31-245.jpg,"1069,387,1069,565,1337,565,1337,387"
103,2016-11-05__11-10-31-245.jpg,"1659,76,1659,233,1769,233,1769,76"
103,2016-11-05__11-10-31-245.jpg,"1677,512,1677,690,1937,690,1937,512"
103,2016-11-05__11-10-31-245.jpg,"1373,751,1373,944,1544,944,1544,751"
103,2016-11-05__11-10-31-245.jpg,"1659,851,1659,1051,1827,1051,1827,851"
103,2016-11-05__11-10-31-245.jpg,"1641,1155,1641,1287,1766,1287,1766,1155"
103,2016-11-05__11-10-31-245.jpg,"1455,1451,1455,1583,1637,1583,1637,1451"
103,2016-11-05__11-10-31-245.jpg,"1409,1565,1409,1880,1662,1880,1662,1565"
103,2016-11-05__11-10-31-245.jpg,"1569,1962,1569,2176,1802,2176,1802,1962"
103,2016-11-05__11-10-31-245.jpg,"1241,2358,1241,2565,1430,2565,1430,2358"
103,2016-11-05__11-10-31-245.jpg,"1712,2323,1712,2444,1855,2444,1855,2323"
103,2016-11-05__11-10-31-245.jpg,"1587,2865,1587,3296,1743,3296,1743,2865"
103,2016-11-05__11-10-31-245.jpg,"1830,3033,1830,3280,2012,3280,2012,3033"
103,2016-11-05__11-10-31-245.jpg,"1794,2783,1794,3033,2012,3033,2012,2783"
103,2016-11-05__11-10-31-245.jpg,"2005,2948,2005,3173,2223,3173,2223,2948"
103,2016-11-05__11-10-31-245.jpg,"1994,2676,1994,2919,2162,2919,2162,2676"
103,2016-11-05__11-10-31-245.jpg,"2109,2558,2109,2773,2344,2773,2344,2558"
103,2016-11-05__11-10-31-245.jpg,"2180,2123,2180,2304,2472,2304,2472,2123"
103,2016-11-05__11-10-31-245.jpg,"1862,1651,1862,1787,2034,1787,2034,1651"
103,2016-11-05__11-10-31-245.jpg,"1852,1533,1852,1665,2080,1665,2080,1533"
103,2016-11-05__11-10-31-245.jpg,"2016,1151,2016,1340,2244,1340,2244,1151"
103,2016-11-05__11-10-31-245.jpg,"2169,794,2169,1044,2416,1044,2416,794"
103,2016-11-05__11-10-31-245.jpg,"1866,726,1866,823,1959,823,1959,726"
103,2016-11-05__11-10-31-245.jpg,"2294,358,2294,535,2472,535,2472,358"
104,2016-11-05__11-54-24-209.jpg,"187,519,187,673,462,673,462,519"
104,2016-11-05__11-54-24-209.jpg,"616,73,616,255,798,255,798,73"
104,2016-11-05__11-54-24-209.jpg,"712,244,712,365,873,365,873,244"
104,2016-11-05__11-54-24-209.jpg,"498,701,498,1037,787,1037,787,701"
104,2016-11-05__11-54-24-209.jpg,"1023,562,1023,708,1269,708,1269,562"
104,2016-11-05__11-54-24-209.jpg,"1127,708,1127,862,1337,862,1337,708"
104,2016-11-05__11-54-24-209.jpg,"877,987,877,1226,1062,1226,1062,987"
104,2016-11-05__11-54-24-209.jpg,"773,1298,773,1515,930,1515,930,1298"
104,2016-11-05__11-54-24-209.jpg,"1144,1319,1144,1462,1366,1462,1366,1319"
104,2016-11-05__11-54-24-209.jpg,"409,2076,409,2262,669,2262,669,2076"
104,2016-11-05__11-54-24-209.jpg,"5,2823,5,3069,230,3069,230,2823"
104,2016-11-05__11-54-24-209.jpg,"941,2494,941,2912,1169,2912,1169,2494"
104,2016-11-05__11-54-24-209.jpg,"705,3151,705,3296,928,3296,928,3151"
104,2016-11-05__11-54-24-209.jpg,"1277,2258,1277,2430,1487,2430,1487,2258"
104,2016-11-05__11-54-24-209.jpg,"1837,2365,1837,2605,2059,2605,2059,2365"
104,2016-11-05__11-54-24-209.jpg,"2034,1080,2034,1269,2202,1269,2202,1080"
104,2016-11-05__11-54-24-209.jpg,"2341,637,2341,830,2472,830,2472,637"
105,2016-11-05__12-55-14-199.jpg,"662,165,662,440,805,440,805,165"
105,2016-11-05__12-55-14-199.jpg,"752,469,752,705,952,705,952,469"
105,2016-11-05__12-55-14-199.jpg,"591,844,591,1065,741,1065,741,844"
105,2016-11-05__12-55-14-199.jpg,"719,1123,719,1298,877,1298,877,1123"
105,2016-11-05__12-55-14-199.jpg,"187,1480,187,1633,527,1633,527,1480"
105,2016-11-05__12-55-14-199.jpg,"702,1362,702,1526,848,1526,848,1362"
105,2016-11-05__12-55-14-199.jpg,"702,1565,702,1719,823,1719,823,1565"
105,2016-11-05__12-55-14-199.jpg,"948,1615,948,1794,1094,1794,1094,1615"
105,2016-11-05__12-55-14-199.jpg,"759,1715,759,1876,905,1876,905,1715"
105,2016-11-05__12-55-14-199.jpg,"773,2140,773,2323,944,2323,944,2140"
105,2016-11-05__12-55-14-199.jpg,"612,2269,612,2498,830,2498,830,2269"
105,2016-11-05__12-55-14-199.jpg,"744,2765,744,2951,909,2951,909,2765"
105,2016-11-05__12-55-14-199.jpg,"2248,926,2248,1094,2391,1094,2391,926"
105,2016-11-05__12-55-14-199.jpg,"2323,1198,2323,1392,2472,1392,2472,1198"
105,2016-11-05__12-55-14-199.jpg,"2334,1408,2334,1586,2472,1586,2472,1408"
105,2016-11-05__12-55-14-199.jpg,"2291,2337,2291,2476,2437,2476,2437,2337"
105,2016-11-05__12-55-14-199.jpg,"2055,2551,2055,2730,2234,2730,2234,2551"
105,2016-11-05__12-55-14-199.jpg,"2330,3037,2330,3288,2472,3288,2472,3037"
106,2016-11-05__13-36-26-115.jpg,"44,290,44,562,319,562,319,290"
106,2016-11-05__13-36-26-115.jpg,"444,337,444,494,555,494,555,337"
106,2016-11-05__13-36-26-115.jpg,"459,548,459,669,548,669,548,548"
106,2016-11-05__13-36-26-115.jpg,"509,673,509,819,627,819,627,673"
106,2016-11-05__13-36-26-115.jpg,"341,955,341,1151,569,1151,569,955"
106,2016-11-05__13-36-26-115.jpg,"205,740,205,1090,437,1090,437,740"
106,2016-11-05__13-36-26-115.jpg,"162,1140,162,1398,355,1398,355,1140"
106,2016-11-05__13-36-26-115.jpg,"169,1455,169,1590,327,1590,327,1455"
106,2016-11-05__13-36-26-115.jpg,"530,1276,530,1408,637,1408,637,1276"
106,2016-11-05__13-36-26-115.jpg,"1,1478,1,1612,130,1612,130,1478"
106,2016-11-05__13-36-26-115.jpg,"1769,483,1769,623,1877,623,1877,483"
106,2016-11-05__13-36-26-115.jpg,"1869,430,1869,598,1984,598,1984,430"
106,2016-11-05__13-36-26-115.jpg,"1784,626,1784,783,1923,783,1923,626"
106,2016-11-05__13-36-26-115.jpg,"2248,583,2248,687,2384,687,2384,583"
106,2016-11-05__13-36-26-115.jpg,"1966,926,1966,1076,2123,1076,2123,926"
106,2016-11-05__13-36-26-115.jpg,"2112,1133,2112,1287,2287,1287,2287,1133"
106,2016-11-05__13-36-26-115.jpg,"1848,1087,1848,1315,2023,1315,2023,1087"
106,2016-11-05__13-36-26-115.jpg,"1930,1412,1930,1565,2069,1565,2069,1412"
106,2016-11-05__13-36-26-115.jpg,"1762,1458,1762,1605,1877,1605,1877,1458"
106,2016-11-05__13-36-26-115.jpg,"1934,2187,1934,2319,2094,2319,2094,2187"
106,2016-11-05__13-36-26-115.jpg,"1777,2294,1777,2480,1952,2480,1952,2294"
106,2016-11-05__13-36-26-115.jpg,"1962,2530,1962,2680,2109,2680,2109,2530"
106,2016-11-05__13-36-26-115.jpg,"1919,2680,1919,2890,2091,2890,2091,2680"
106,2016-11-05__13-36-26-115.jpg,"498,3076,498,3223,594,3223,594,3076"
106,2016-11-05__13-36-26-115.jpg,"266,3123,266,3290,469,3290,469,3123"
106,2016-11-05__13-36-26-115.jpg,"37,3112,37,3258,159,3258,159,3112"
106,2016-11-05__13-36-26-115.jpg,"80,2958,80,3073,280,3073,280,2958"
106,2016-11-05__13-36-26-115.jpg,"416,2583,416,2790,541,2790,541,2583"
106,2016-11-05__13-36-26-115.jpg,"5,2630,5,2908,277,2908,277,2630"
106,2016-11-05__13-36-26-115.jpg,"162,2455,162,2630,373,2630,373,2455"
106,2016-11-05__13-36-26-115.jpg,"305,2219,305,2358,544,2358,544,2219"
106,2016-11-05__13-36-26-115.jpg,"405,1958,405,2062,530,2062,530,1958"
106,2016-11-05__13-36-26-115.jpg,"516,1808,516,1890,616,1890,616,1808"
106,2016-11-05__13-36-26-115.jpg,"9,1837,9,1958,202,1958,202,1837"
106,2016-11-05__13-36-26-115.jpg,"227,1644,227,1776,409,1776,409,1644"
106,2016-11-05__13-36-26-115.jpg,"1,2024,1,2408,73,2408,73,2024"
107,2016-11-05__13-57-57-136.jpg,"637,5,637,130,794,130,794,5"
107,2016-11-05__13-57-57-136.jpg,"5,465,5,619,252,619,252,465"
107,2016-11-05__13-57-57-136.jpg,"673,451,673,655,852,655,852,451"
107,2016-11-05__13-57-57-136.jpg,"269,958,269,1115,398,1115,398,958"
107,2016-11-05__13-57-57-136.jpg,"434,930,434,1269,677,1269,677,930"
107,2016-11-05__13-57-57-136.jpg,"530,1383,530,1533,684,1533,684,1383"
107,2016-11-05__13-57-57-136.jpg,"666,1780,666,2065,837,2065,837,1780"
107,2016-11-05__13-57-57-136.jpg,"491,1944,491,2126,666,2126,666,1944"
107,2016-11-05__13-57-57-136.jpg,"109,2223,109,2373,355,2373,355,2223"
107,2016-11-05__13-57-57-136.jpg,"230,2383,230,2526,441,2526,441,2383"
107,2016-11-05__13-57-57-136.jpg,"737,2283,737,2483,934,2483,934,2283"
107,2016-11-05__13-57-57-136.jpg,"1805,76,1805,205,1952,205,1952,76"
107,2016-11-05__13-57-57-136.jpg,"2255,30,2255,205,2459,205,2459,30"
107,2016-11-05__13-57-57-136.jpg,"1648,594,1648,819,1834,819,1834,594"
107,2016-11-05__13-57-57-136.jpg,"2023,619,2023,898,2312,898,2312,619"
107,2016-11-05__13-57-57-136.jpg,"1916,912,1916,1069,2037,1069,2037,912"
107,2016-11-05__13-57-57-136.jpg,"1927,1219,1927,1344,2059,1344,2059,1219"
107,2016-11-05__13-57-57-136.jpg,"2091,1183,2091,1344,2223,1344,2223,1183"
107,2016-11-05__13-57-57-136.jpg,"2287,1023,2287,1214,2472,1214,2472,1023"
107,2016-11-05__13-57-57-136.jpg,"2119,1437,2119,1605,2334,1605,2334,1437"
107,2016-11-05__13-57-57-136.jpg,"1884,1923,1884,2090,2027,2090,2027,1923"
107,2016-11-05__13-57-57-136.jpg,"2148,2198,2148,2430,2284,2430,2284,2198"
107,2016-11-05__13-57-57-136.jpg,"2344,2047,2344,2213,2472,2213,2472,2047"
107,2016-11-05__13-57-57-136.jpg,"1652,2555,1652,2708,1834,2708,1834,2555"
107,2016-11-05__13-57-57-136.jpg,"2073,2612,2073,2894,2269,2894,2269,2612"
107,2016-11-05__13-57-57-136.jpg,"2384,2855,2384,3026,2469,3026,2469,2855"
108,2016-11-06__11-56-17-938.jpg,"341,1,341,140,555,140,555,1"
108,2016-11-06__11-56-17-938.jpg,"487,194,487,430,644,430,644,194"
108,2016-11-06__11-56-17-938.jpg,"152,623,152,758,284,758,284,623"
108,2016-11-06__11-56-17-938.jpg,"205,755,205,958,387,958,387,755"
108,2016-11-06__11-56-17-938.jpg,"387,608,387,751,480,751,480,608"
108,2016-11-06__11-56-17-938.jpg,"730,565,730,701,923,701,923,565"
108,2016-11-06__11-56-17-938.jpg,"616,915,616,1026,741,1026,741,915"
108,2016-11-06__11-56-17-938.jpg,"391,994,391,1101,469,1101,469,994"
108,2016-11-06__11-56-17-938.jpg,"316,1140,316,1294,437,1294,437,1140"
108,2016-11-06__11-56-17-938.jpg,"116,1348,116,1526,305,1526,305,1348"
108,2016-11-06__11-56-17-938.jpg,"459,1765,459,1948,584,1948,584,1765"
108,2016-11-06__11-56-17-938.jpg,"1,1906,1,2062,159,2062,159,1906"
108,2016-11-06__11-56-17-938.jpg,"402,2137,402,2258,519,2258,519,2137"
108,2016-11-06__11-56-17-938.jpg,"41,2526,41,2694,212,2694,212,2526"
108,2016-11-06__11-56-17-938.jpg,"105,3119,105,3290,284,3290,284,3119"
108,2016-11-06__11-56-17-938.jpg,"373,2923,373,3169,512,3169,512,2923"
108,2016-11-06__11-56-17-938.jpg,"609,2623,609,2794,780,2794,780,2623"
108,2016-11-06__11-56-17-938.jpg,"741,2598,741,2715,898,2715,898,2598"
108,2016-11-06__11-56-17-938.jpg,"1705,173,1705,358,1859,358,1859,173"
108,2016-11-06__11-56-17-938.jpg,"2205,8,2205,90,2402,90,2402,8"
108,2016-11-06__11-56-17-938.jpg,"2244,35,2244,237,2472,237,2472,35"
108,2016-11-06__11-56-17-938.jpg,"2034,523,2034,623,2216,623,2216,523"
108,2016-11-06__11-56-17-938.jpg,"1641,730,1641,844,1759,844,1759,730"
108,2016-11-06__11-56-17-938.jpg,"1798,787,1798,1062,1948,1062,1948,787"
108,2016-11-06__11-56-17-938.jpg,"1391,1312,1391,1426,1544,1426,1544,1312"
108,2016-11-06__11-56-17-938.jpg,"1962,1412,1962,1555,2105,1555,2105,1412"
108,2016-11-06__11-56-17-938.jpg,"2066,1548,2066,1640,2298,1640,2298,1548"
108,2016-11-06__11-56-17-938.jpg,"1334,1862,1334,1983,1519,1983,1519,1862"
108,2016-11-06__11-56-17-938.jpg,"1855,1748,1855,1951,2062,1951,2062,1748"
108,2016-11-06__11-56-17-938.jpg,"1527,2233,1527,2430,1684,2430,1684,2233"
108,2016-11-06__11-56-17-938.jpg,"2255,2015,2255,2129,2472,2129,2472,2015"
108,2016-11-06__11-56-17-938.jpg,"1898,2412,1898,2619,2098,2619,2098,2412"
108,2016-11-06__11-56-17-938.jpg,"2127,2655,2127,2776,2330,2776,2330,2655"
108,2016-11-06__11-56-17-938.jpg,"1641,2951,1641,3194,1852,3194,1852,2951"
108,2016-11-06__11-56-17-938.jpg,"1887,2890,1887,3055,2098,3055,2098,2890"
108,2016-11-06__11-56-17-938.jpg,"2227,3033,2227,3183,2448,3183,2448,3033"
108,2016-11-06__11-56-17-938.jpg,"1837,3230,1837,3296,1969,3296,1969,3230"
109,2016-11-06__11-57-45-678.jpg,"677,190,677,412,969,412,969,190"
109,2016-11-06__11-57-45-678.jpg,"1183,1,1183,51,1362,51,1362,1"
109,2016-11-06__11-57-45-678.jpg,"937,658,937,815,1037,815,1037,658"
109,2016-11-06__11-57-45-678.jpg,"927,940,927,1126,1127,1126,1127,940"
